Job ID,Position,Company,Experience,Salary,Description,Location,Type,Notification Date,Application Link,Career Level,Qualification
J10075,Quantity Surveyor,Hays Specialist Recruitment,3-5,50000,Quantity Surveying / Civil Engineering qualification and experience in Ireland. Must have some experience of estimating / quantity surveying / project management with a good knowledge of the construction industry. Exceptional attention to detail. Highly proficient on Microsoft office,Limerick,Permanent full-time,05/06/2020,https://www.irishjobs.ie/apply/8478707,Mid,Degree
J10076,Quantity Surveyor,Acrow Recruitment Ltd,3-5,65000,3rd level qualification in Quantity Surveying or Construction Economics. 4 + years experience working as a Quantity Surveyor in Ireland or the UK. Quantity Surveying negotiating and variations.,Westmeath,Permanent full-time,03/06/2020,https://www.irishjobs.ie/apply/8474555,Mid,Degree
J10077,Quantity Surveyor,3D Personnel,3-5,70000,Minimum of 3 years’ experience as a Quantity Surveyor. Minimum Degree qualification or higher. Enthusiastic and motivated individual required. Strong written and verbal communication skills. Ability to use time productively maximise efficiency and meet challenging work goals. Possess ability to work well as part of a team and independently. Construction-Quantity Surveying-Commercial.,Dublin,Permanent full-time,02/06/2020,https://www.irishjobs.ie/apply/8477527,Mid,Degree
J10078,Regulatory Affairs Specialist,Natus Medical Incorporated,3-5,75000,Bachelor’s Degree in Quality/Regulatory or related discipline. At least two to four years practical and relevant work experience in Regulatory Affairs/medical device preferable. Possess a good working knowledge of regulatory expectations and industry practices including industry standards QSR/ISO13485/MDD/MDR/CMDR/JPAL. Working knowledge of FDA/Health Paste Canada/EU and International medical device regulations is required. Possess strong Technical Writing ability. Have a methodical review approach and be capable of initiating and leading change and continuous improvement. English language fluency is required.,Galway,Permanent full-time,03-06-2020,https://www.irishjobs.ie/application/apply-link/8474377,Mid,Degree
J10079,Senior Accountant,Experis,5+,30000,Qualified Accountant (ACA / ACCA / CIMA/ ACA / CPA). Qualified Accountant with at least 6 year plus post qualification experience. Experience working within a large global organisation or multinational at a senior level would be an advantage. Have very strong communications and influencing skills. People management skills would be an advantage.,Dublin,Permanent full-time,07-06-2020,https://www.irishjobs.ie/apply/8479000,Mid,Degree
J10080,Senior Accountant,CareerWise Recruitment,1-3,28000,Qualified accountant with experience in a client services or client management role. People management in a similar type role. Experience in corporate services. Strong communication and exceptional customer service delivery. Organised with strong attention to details. Significant experience in corporate services role will also be considered. Teamwork and self-motivated.,Limerick,Permanent full-time,03-06-2020,https://www.irishjobs.ie/apply/8474779,Mid,Degree
J10081,Senior Accountant,Accountancy Solutions,3-5,28000,ACA/ACCA/CPA qualified. Confident and articulate – comfortable both dealing with clients and managing junior staff. Good technical knowledge of accounting standards. Motivated and capable of working independently.,Dublin West,Permanent full-time,30-05-2020,https://www.irishjobs.ie/apply/8473919,Mid,Degree
J10082,Senior Accountant,RPG Recruitment,3-5,32000,ACA/ACCA/CPA/CIMA qualified accountant with 4 years industry experience in a similar role. Demonstrate the leadership ability to oversee and develop the accounting administration team is essential. Strong IT skills. Highly proficient in Excel. Knowledge of Insight a distinct advantage. Payroll experience is an advantage.,Tipperary,Permanent full-time,03-06-2020,https://www.irishjobs.ie/apply/8474406,Mid,Degree
J10083,Senior Investment Analyst Manager,Paragon Executive Intelligence,3-5,85000,Have a third level qualification in Finance/Economics/Accounting/Legal/Engineering/Science or a related discipline. Be an accountant or Chartered Financial Analyst or be progressing towards either CFA qualification or accountancy qualification or other similar professional qualification. Relevant experience in transactions and corporate finance.,Dublin,Fixed term contract,03-06-2020,http://www.paragonexecutive.com/,Senior Mid,Post-graduate
J10084,Senior Machine Learning Engineer,Reperio Human Capital Ltd,3-5,80000,Ideally educated to PhD or MSc Level or equivalent experience. 4+ years' experienced designing Machine Learning solutions. Proficiency in TensorFlow and Keras. Experience in FastAI and AWS Tooling very desirable.,Dublin City Centre,Permanent full-time,05-06-2020,https://www.reperiohumancapital.com/,Mid,Post-graduate
J10085,Senior Network Engineer (CCIE),Berkley Recruitment Group,5+,85000,10 years' experience working with network design and delivery and support. A passion for learning new and emerging technologies. Solutions orientated thinking. CCIE. and a proven track record with routers and switches. Excellent Communication skills with a collaborative approach.,Cork,Permanent full-time,03-06-2020,https://www.berkley-group.com/,Senior Mid,Post-graduate
J10086,Senior Network Engineer (CCIE),Morgan McKinley,3-5,60000,3+ years' experience working with network design and delivery and support. A passion for learning new and emerging technologies. Solutions orientated thinking. CCIE. and a proven track record with routers and switches. Excellent Communication skills with a collaborative approach.,Cork,Permanent full-time,05-06-2020,https://www.irishjobs.ie/apply/8474406,Mid,Degree
J10087,Senior Payroll Analyst,Barden Accounting and Tax,1-3,60000,UK Payroll Experience. Excellent attention to detail and communication skills. Strong knowledge of payroll systems. Project experience is an advantage. Strong organisational skills,Cork,Permanent full-time,03-06-2020,https://www.barden.ie/,Mid,Degree
J10088,Validation Engineer,WuXi Biologics Ireland Limited,3-5,45000,"Degree level qualification in a relevant Engineering or Science discipline. 3-5 years of relevant utility / validation / biologics experience. Experience of qualification and operation of site utility systems/equipment within the aseptic and bio-pharmaceutical sectors an advantage. Thorough knowledge of safety, GMP and environmental regulatory requirements associated with water and process gas systems. Demonstrated capability within an audit environment (specifically HPRA & FDA)",Louth,Permanent full-time,03-06-2020,https://www.irishjobs.ie/apply/8472610,Mid,Degree
J10089,Validation Engineer,PE Global,3-5,45000,Bachelor’s Degree or higher preferred; ideally in a Science/Engineering or other Technical discipline. Would typically have prior related work experience; ideally in manufacturing/preferably GMP Setting. Demonstrated technical leadership and delivery of complex cross functional / cross site projects. SME in multiple aspects of aseptic processing. Equipment and process validation.,Carlow,Contract,04-06-2020,https://www.irishjobs.ie/apply/8478180,Mid,Degree
J10090,Validation Engineer,Headcount Solutions Ltd,5+,90000,Bachelor’s Degree or higher preferred; ideally in a Science/Engineering or other Technical discipline. 5+ years in a similar role in a GMP environment. Knowledge of regulatory/code requirements to Irish/ European and International Codes/ Standards and Practices. Equipment and process experience.,Leinster,Contract,03-06-2020,https://www.irishjobs.ie/apply/8478122,Senior Mid,Degree
J10091,Validation Engineer,Sanofi,1-3,40000,Relevant Engineering or Science qualification. Experience with qualification of equipment and systems and/or processes. A minimum of 2 years’ experience in pharmaceutical industry.,Waterford,Permanent full-time,05-06-2020,https://www.irishjobs.ie/application/apply-link/8474742,Mid,Degree
J10092,Validation Engineer,Independent Search Solutions Ltd,1-3,40000,Bachelor’s Degree in Science/ Engineering or related discipline. Minimum 2 - 3 years’ experience working in a Pharmaceutical environment (Validation Role). Knowledge of Validation Practices and understanding of Production Activities. Thorough understanding and application of GMP and regulatory requirements.,Mayo,Permanent full-time,03-06-2020,https://www.irishjobs.ie/apply/8477914,Mid,Degree
J10093,Visual Basic 6 Consultant,The Taxback Group,5+,60000,VB6 and VBA. PostGreSQL 10. C# & Entity Framework (Desirable). PHP Web Development to version 7. Experience with Laravel Framework (Desirable). Python 3: experience with Flask & Django Frameworks (Desirable),Kilkenny,Contract,03-06-2020,https://www.irishjobs.ie/application/apply-link/8473035,Senior Mid,Degree
J10094,System Administrator,FK International Financial Search & Selection,3-5,70000,Experience in a similar Systems Administrator or Desktop Engineer role. Exposure to Microsoft Server OS Technology. Any previous work in a financial environment would be great.,Dublin,Permanent full-time,05-06-2020,https://www.irishjobs.ie/apply/8478893,Mid,Degree
J10095,System Administrator,Recruiters – Looking For You,3-5,55000,Strong knowledge of firewalls/routing and IT security. Experience with scripting and automation. Virtualization knowledge. Network Support/Linux/AWS/Windows/Cisco,Dublin,Permanent full-time,02-06-2020,https://www.irishjobs.ie/apply/8477491,Mid,Degree
J10096,System Administrator,Solas IT Recruitment,5+,60000,Minimum of 3+ years of experience in a Systems Administration capacity. Experience of maintaining applications running on cloud environments. Experience administrating Windows Server instances in highly-available environments. Web Server administration experience (IIS preferred). SQL Server administration experience.,Limerick,Permanent full-time,25-05-2020,https://www.irishjobs.ie/apply/8472154,Senior Mid,Degree
J10097,System Administrator,Brightwater,3-5,60000,Experience managing and deploying Windows Server and SQL Server. Excellent knowledge of Active Directory/Group Policy/DHCP and DNS. Strong working experience with VMware vSphere. Exposure and basic understanding of storage technologies. Good understanding of TCP/IP networks.,Dublin,Permanent full-time,04-06-2020,https://www.irishjobs.ie/apply/8478250,Mid,Degree
J10098,System Administrator,EOLAS – IT RECRUITMENT SPECIALISTS JOBS,1-3,35000,2+ years Enterprise Systems Administration and helpdesk/support experience. Self-Motivated Individual with the ability to work in a team and on own initiative. Good analytical troubleshooting skills. Networking skills.,Dublin,Permanent full-time,02-06-2020,https://www.irishjobs.ie/apply/8477365,Mid,Degree
J10099,System Administrator,Archer Recruitment,1-3,50000,2 + years’ experience with Linux Servers. Cloud experience is advantageous.,Dublin City Centre,Permanent full-time,03-06-2020,https://www.irishjobs.ie/apply/8477774,Mid,Degree
J10100,System Administrator,Archer Recruitment,1-3,50000,2 + years’ experience with Linux Servers. Cloud experience is advantageous.,Dublin North,Permanent full-time,03-06-2020,https://www.irishjobs.ie/apply/8477774,Mid,Degree
J10101,System Administrator,Archer Recruitment,1-3,50000,2 + years’ experience with Linux Servers. Cloud experience is advantageous.,Dublin,Permanent full-time,03-06-2020,https://www.irishjobs.ie/apply/8477774,Mid,Degree
J10102,System Administrator,Reperio Human Capital Ltd,3-5,60000,Relevant IT qualification or Microsoft Certification. At least 3 years' experience in an IT Support Role. Experience with windows Server 2012 & 2016. Experience working with Active Directory and O365. VMware/HyperV experience.,Meath,Contract,02-06-2020,https://www.irishjobs.ie/apply/8477679,Mid,Degree
J10103,System Administrator,Reperio Human Capital Ltd,3-5,60000,Relevant IT qualification or Microsoft Certification. At least 3 years' experience in an IT Support Role. Experience with windows Server 2012 & 2016. Experience working with Active Directory and O365. VMware/HyperV experience.,Dublin North,Contract,02-06-2020,https://www.irishjobs.ie/apply/8477679,Mid,Degree
J10104,System Administrator,Recruiters – Looking For You,1-3,55000,Knowledge of firewalls/routing and IT security. Scripting and automation. Virtualization knowledge. Support of mobile devices such as smartphones/tablets. SAN & NAS. Cisco and other networking certifications or familiarity with the configuration of Cisco devices.,Dublin City Centre,Permanent full-time,02-06-2020,https://www.irishjobs.ie/apply/8477501,Mid,Degree
J10105,System Administrator,Recruiters – Looking For You,1-3,55000,Knowledge of firewalls/routing and IT security. Scripting and automation. Virtualization knowledge. Support of mobile devices such as smartphones/tablets. SAN & NAS. Cisco and other networking certifications or familiarity with the configuration of Cisco devices.,Dublin,Permanent full-time,02-06-2020,https://www.irishjobs.ie/apply/8477501,Mid,Degree
